Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
"Nonlinear Disturbance Observer-Based Control for Quadrotor UAV","W. Taha; A. Al-Durra; R. Errouissi; K. Al-Wahedi","Department of Electrical and Computer Engineering, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates; Department of Electrical and Computer Engineering, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates; Department of Electrical and Computer Engineering, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates; Department of Electrical and Computer Engineering, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","2589","2595","","","","10.1109/IECON.2018.8591597","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591597","Aerodynamics;Control;Feedback Linearization;Observers;Quadrotor;Robotics;Unmanned Aerial Vehicle","Propellers;Unmanned aerial vehicles;Attitude control;Observers;Uncertainty;Control systems;Uncertain systems","aerodynamics;aircraft control;attitude control;autonomous aerial vehicles;feedback;linearisation techniques;nonlinear control systems;observers;robust control;uncertain systems","nonlinear disturbance observer-based control;quadrotor UAV;control problem;quadrotor unmanned aerial vehicle;nonlinear disturbance observer-based controller;altitude control;external disturbances;input-output feedback linearization controller;baseline controller;composite controller;FBL controller;disturbance rejection","","1","","","","","","IEEE","IEEE Conferences"
"DC Arc-Fault Detection in PV Systems Using Multistage Morphological Fault Detection Algorithm","M. Kavi; Y. Mishra; M. Vilathgamuwa","School of Electrical Engineering and Computer Science, Queensland University of Technology, Brisbane, Australia; School of Electrical Engineering and Computer Science, Queensland University of Technology, Brisbane, Australia; School of Electrical Engineering and Computer Science, Queensland University of Technology, Brisbane, Australia","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","1746","1751","","","","10.1109/IECON.2018.8591598","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591598","DC Arc Fault Detection;DC Power System Protection;Mathematical Morphology","Circuit faults;Fault detection;Fault currents;Filtering algorithms;Conductors;Detectors;Information filtering","arcs (electric);fault diagnosis;photovoltaic power systems;power distribution faults;power engineering computing","DC arc-fault detection;PV systems;multistage morphological fault detection algorithm;arcing fault;parallel faults;decomposed open-close alternating sequence;morphological filters","","1","","","","","","IEEE","IEEE Conferences"
"Hysteresis Compensation in Force/Torque Sensor based on Machine Learning","R. Koike; S. Sakaino; T. Tsuji","Graduate School of Science and Engineering, Saitama University, Saitama, Japan; Graduate School of Science and Engineering, Saitama University, Saitama, Japan; Graduate School of Science and Engineering, Saitama University, Saitama, Japan","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","2769","2774","","","","10.1109/IECON.2018.8591599","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591599","","Force;Hysteresis;Robot sensing systems;Strain;Linear regression;Time series analysis;Calibration","compensation;data analysis;force sensors;learning (artificial intelligence);regression analysis;support vector machines;time series","force history;time series data;machine learning;SVR;linear regression considering time series;loading training data;hysteresis compensation;force-torque sensor;high dynamic range F-T sensor;high-force ranges;low-force ranges","","","","","","","","IEEE","IEEE Conferences"
"Comparison of Meander Track Primary Topologies for EV Roadway Charging","W. Chen; G. A. Covic; J. T. Boys","Department of Electrical and Computer Engineering, University of Auckland, Auckland, New Zealand; Department of Electrical and Computer Engineering, University of Auckland, Auckland, New Zealand; Department of Electrical and Computer Engineering, University of Auckland, Auckland, New Zealand","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","2015","2020","","","","10.1109/IECON.2018.8591600","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591600","EV dynamic charging;lumped primary;meander track primary","Topology;Ferrites;Vehicle dynamics;Layout;Meters;Power system dynamics;Short-circuit currents","coils;electric vehicle charging;inductive power transmission;magnetic leakage","magnetic leakage;charging zone;double-D secondary;multi-coil secondary;bipolar pad secondary;magnetic simulations;single-phase meander track primary systems;electric vehicle wireless charging;lumped DD topology;multicoil secondary;two-phase meander track primary systems;double-D pad primary;dynamic charging system;EV roadway charging;meander track primary topologies","","2","","","","","","IEEE","IEEE Conferences"
"Technical Program Reviewers","","","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","17","28","","","","10.1109/IECON.2018.8591601","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591601","","","","","","","","","","","","IEEE","IEEE Conferences"
"Hardware-In-the-Loop simulation of a DC-machine with INTEL FPGA boards","P. Saenger; M. Hilairet","CNRS, CNRS, FEMTO-ST, Univ. Bourgogne Franche-Comte, UTBM FCLAB, Univ. Bourgogne Franche-Comte, Belfort Cedex, F-90010, France; CNRS, CNRS, FEMTO-ST, Univ. Bourgogne Franche-Comte, UTBM FCLAB, Univ. Bourgogne Franche-Comte, Belfort Cedex, F-90010, France","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","2815","2820","","","","10.1109/IECON.2018.8591602","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591602","","Pulse width modulation;Field programmable gate arrays;Clocks;Computational modeling;Sensors;Quantum cascade lasers;Program processors","angular velocity control;computer aided instruction;control engineering computing;control engineering education;DC machines;electrical engineering computing;electrical engineering education;field programmable gate arrays;hardware-in-the loop simulation;machine control;sensors;system-on-chip","DC-machine;INTEL FPGA boards;education;current sensors;INTEL FPGA DEl_SoC board;controller;peripherals;man-machine interface;hardware-in-the-loop simulation;power converter;hardware-in-the-loop architecture;position sensors;speed controlled DC machine;IHM","","","","","","","","IEEE","IEEE Conferences"
"Electro-Thermal Behavior of Four Fast Charging Protocols for a Lithium-Ion Cell at Different Temperatures","R. Mathieu; O. Briat; P. Gyan; J. Vinassa","Univ. Bordeaux, CNRS, Bordeaux INP, IMS UMR 5218, Talence, 33400, France; Univ. Bordeaux, CNRS, Bordeaux INP, IMS UMR 5218, Talence, 33400, France; Renault, Technocentre de Guyancourt, Guyancourt, 78084, France; Univ. Bordeaux, CNRS, Bordeaux INP, IMS UMR 5218, Talence, 33400, France","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","1777","1782","","","","10.1109/IECON.2018.8591603","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591603","Charging Protocol;Fast Charging;Thermal Impact;Lithium-ion Battery","Protocols;Voltage control;Impedance;Trajectory;Voltage measurement;Safety;Lithium-ion batteries","battery powered vehicles;secondary cells;temperature control","protocol selection;practical fast-charging applications;electro-thermal behavior;lithium-ion cell;improved fast-charging protocols;multistep protocol;finer charge control;defined voltage trajectory protocol results;cell temperature rise;electric vehicles applications;pulse charging;current levels;voltage limits;charging time reduction;cell temperature minimization;temperature 45.0 degC;temperature 5.0 degC;temperature 25.0 degC","","","","","","","","IEEE","IEEE Conferences"
"Power Systems and Smart Grids","","","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","37","38","","","","10.1109/IECON.2018.8591604","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591604","","","","","","","","","","","","IEEE","IEEE Conferences"
"Fault Detection for Uncertain Delta Operator Systems with Two-channel Packet Dropouts via a Switched Systems Approach","Y. Zhang; D. Zhang","School of Information Engineering, Zhengzhou University, Zhengzhou, 450001, China; School of Information Engineering, Zhengzhou University, Zhengzhou, 450001, China","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","2323","2328","","","","10.1109/IECON.2018.8591605","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591605","networked control systems;switched systems;fault detection;packet dropouts;time-varying delays;delta operator","Fault detection;Switched systems;Switches;Delays;Delay effects;Uncertainty","asymptotic stability;control system synthesis;delays;fault diagnosis;linear matrix inequalities;Lyapunov methods;networked control systems;switching systems (control);time-varying systems;uncertain systems","uncertain delta operator systems;two-channel packet dropouts;uncertain delta operator networked control systems;time-varying delays;fault detection filter;switched systems;uncertain delta operator NCS;linear matrix inequalities;multiple Lyapunov functions;average dwell-time;H -infinity performance","","","","","","","","IEEE","IEEE Conferences"
"Phase Trajectory Analysis of Non-singular Terminal Sliding Mode Controlled Flexible Manipulator","Y. Wang; J. Fang; Q. Xu; H. Xia","School of Electrical Engineering and Automation, Harbin Institute of Technology, Harbin, China; Chuzhou Technical Supervison and Testing Center, Chuzhou, China; School of Astronautics Harbin Institute of Technology, Harbin, China; School of Astronautics Harbin Institute of Technology, Harbin, China","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","2416","2421","","","","10.1109/IECON.2018.8591606","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591606","non-singular terminal sliding mode;flexible manipulator;phase trajectory;stability","Manipulator dynamics;Trajectory;Convergence;Manifolds;Poles and zeros","control system synthesis;flexible manipulators;pole assignment;stability;variable structure systems","nonsingular terminal sliding mode controlled flexible manipulator;two-link flexible manipulator;output redefinition method;zero dynamic subsystem;NTSM controller;phase trajectory analysis;input-output subsystem;pole placement technique","","","","","","","","IEEE","IEEE Conferences"
"Dynamic Power System Modeling for the Integration of Energy Storage","J. Wang; J. Wang; R. McMahon","Warwick Manufacturing Group, University of Warwick, Coventry, UK; School of Engineering, University of Warwick, Coventry, UK; Warwick Manufacturing Group, University of Warwick, Coventry, UK","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","1765","1770","","","","10.1109/IECON.2018.8591607","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591607","dynamic power system;energy storage;frequency control;grid integration;modeling","Load modeling;Mathematical model;Power system dynamics;Energy storage;Power system stability;Reactive power;Voltage control","compressed air energy storage","compressed air energy storage;energy storage systems;dynamic power system model;dynamic power system modeling;CAES;ES models;dynamic model;reactive powers;active powers","","","","","","","","IEEE","IEEE Conferences"
"IECON 2018 Organizing Committees","","","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","5","16","","","","10.1109/IECON.2018.8591608","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591608","","","","","","","","","","","","IEEE","IEEE Conferences"
"Towards an Open Model for Data Center Research: From CPU to Cooling Tower","G. Zhabelova; M. Vesterlund; S. Eschmann; V. Vyatkin; D. Flieller","Department of Computer Science, Electrical and Space Engineering Lulea, University of Technology, Lulea, 971 87, Sweden; RISE SICS North, Lulea, 973 47, Sweden; National Institute of Applied Sciences, Strasbourg, France; Department of Computer Science, Electrical and Space Engineering Lulea, University of Technology, Lulea, 971 87, Sweden; National Institute of Applied Sciences, Strasbourg, France","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4913","4919","","","","10.1109/IECON.2018.8591609","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591609","data center;model;cooling;server;CRAH;chiller;cooling tower;smart grid;microgrid","Three-dimensional displays","computer centres;cooling;cooling towers","CPU;cooling tower;daily energy consumption;sustainable data centers;data center models;green power;data center microgrid integration","","","","","","","","IEEE","IEEE Conferences"
"Cyber Physical Systems and Internet of Things in Industry","","","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","2839","2840","","","","10.1109/IECON.2018.8591610","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591610","","","","","","","","","","","","IEEE","IEEE Conferences"
"Keynote Speaks","","","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","29","30","","","","10.1109/IECON.2018.8591611","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591611","","","","","","","","","","","","IEEE","IEEE Conferences"
"Panel Sessions","","","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","35","36","","","","10.1109/IECON.2018.8591612","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591612","","","","","","","","","","","","IEEE","IEEE Conferences"
"[Front cover]","","","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","1","4","","","","10.1109/IECON.2018.8591613","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591613","","","distributed power generation;invertors;power convertors;power grids;voltage control","invertors;power grids;power convertors;voltage control;distributed power generation;DC-DC power convertors;control system synthesis;machine control;switching convertors;power generation control","","","","","","","","IEEE","IEEE Conferences"
"Input Correction Control of State Constrained Nonlinear System by Using Revived Transformation","M. Takai; H. Shudai; H. Nakamura; Y. Kunori","Dept. Electrical Engineering, Tokyo University of Science, Chiba, Japan; Dept. Electrical Engineering, Tokyo University of Science, Chiba, Japan; Dept. Electrical Engineering, Tokyo University of Science, Chiba, Japan; Dept. Electrical Engineering, Tokyo University of Science, Chiba, Japan","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","2348","2353","","","","10.1109/IECON.2018.8591615","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591615","nonlinear control;state constraint;revived system transformation","Kernel;Safety;Robot kinematics;Lyapunov methods;Electrical engineering;Aerospace electronics","helicopters;nonlinear control systems","quadrotor helicopter computer simulation;input correction control;revived system transformation;virtual space;state constraint;global Lipschitz continuous nonlinear system;input correction method;revived transformation;state constrained nonlinear system","","","","","","","","IEEE","IEEE Conferences"
"Online I-V Tracer for per string monitoring and maintenance of PV panels","A. V. Joglekar; B. Hegde","Robert Bosch Center for Cyber Physical Systems, Indian Institute of Science, Bangalore, India; Robert Bosch Center for Cyber Physical Systems, Indian Institute of Science, Bangalore, India","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","1890","1894","","","","10.1109/IECON.2018.8591616","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591616","solar power generation;solar panels;condition monitoring;fault diagnosis;I-V curves;I-V tracers;circuit topology","Capacitors;Circuit faults;Voltage measurement;Junctions;Temperature measurement;Maintenance engineering;Current measurement","cleaning;fault location;maintenance engineering;photovoltaic power systems;power system faults","junction box level;series connected panels;fault type;fault location;PV panels maintenance;solar photovoltaic plants;fault diagnosis;optimal cleaning schedules;I-V tracer topology;sparse sensing approach","","1","","","","","","IEEE","IEEE Conferences"
"Multi-Layered Formation Control of Autonomous Marine Vehicles with Nonlinear Dynamics","R. K. N. Vaddipalli; R. R. Selmic; A. K. Rathore","Concordia University, Montreal, Canada; Concordia University, Montreal, Canada; Concordia University, Montreal, Canada","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","2360","2366","","","","10.1109/IECON.2018.8591617","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591617","","Asymptotic stability;Euclidean distance;Lyapunov methods;Marine vehicles;Stability analysis;Shape;Nonlinear dynamical systems","acceleration control;asymptotic stability;control system synthesis;drag;graph theory;Lyapunov methods;marine control;marine vehicles;mobile robots;multi-robot systems;nonlinear control systems;nonlinear dynamical systems;position control;velocity control","acceleration input;graph-based control approach;asymptotic stability;Lyapunov energy function;square law drag;AMV;nonlinear dynamics;autonomous marine vehicles;multilayered formation control","","","","","","","","IEEE","IEEE Conferences"
"Determining Bit-Error Rate When Utilizing Series-Connected Inverters as a Communications Channel","D. Evans; R. Cox","UNC Charlotte, Dept. of Elect. and Comp. Eng., Charlotte, NC, USA; UNC Charlotte, Dept. of Elect. and Comp. Eng., Charlotte, NC, USA","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","3944","3948","","","","10.1109/IECON.2018.8591618","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591618","grid synchronization;AC-stacked inverters;solar inverters;decentralized control;power line carrier;leakage current;PV noise;bit-error rate;SNR;reliability","Synchronization;Inverters;Receivers;Signal to noise ratio;Modulation;Transmitters;Bit error rate","carrier transmission on power lines;decentralised control;error statistics;invertors;photovoltaic power systems;power electronics;power grids;synchronisation","low-bandwidth synchronization signal;grid interface;grid voltage;channel model;series connected power-electronic devices;AC-stacked PV-inverter topology;power optimized transmission;AC-stacked PV-inverter architecture;series-connected power electronics;communications channel;powerline communication;phase alignment;series-connected inverters;bit-error rate determination;decentralized control","","","","","","","","IEEE","IEEE Conferences"
"384 TMAC/s FIR filtering on an Artix-7 FPGA using Prism signal processing","J. Owen; M. Henry","Entegra Solutions Ltd, Guildford, GU1 1YH, UK; Department of Engineering, Science University of Oxford, Oxford, OX1 3PJ, UK","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","2659","2664","","","","10.1109/IECON.2018.8591619","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591619","Artix-7;FPGA;Recursive FIR filtering;bandpass filtering;Prism signal processing","Band-pass filters;Finite impulse response filters;Field programmable gate arrays;IIR filters;Filtering theory;White noise","band-pass filters;digital signal processing chips;field programmable gate arrays;FIR filters;recursive filters","PC host HMI;Xilinx Artix-7 family;TMAC/s FIR filtering;filter design;recursive FIR filtering technique;DSP resources;floating point FIR bandpass filter instantiation;peak DSP performance;Prism signal processing;Artix-7 FPGA;frequency 2.0 MHz","","2","","","","","","IEEE","IEEE Conferences"
"ANFIS Based DC-Link Voltage Control of PWM Rectifier-Inverter System with Enhanced Dynamic Performance","M. Jamma; M. Akherraz; M. Barar","Mohammed V University in Rabat, Mohammadia School's of Engineers, Rabat, Morocco; Mohammed V University in Rabat, Mohammadia School's of Engineers, Rabat, Morocco; Villeurbanne, CNRS, UMR 5005, Université de Lyon, Université Claude Bernard Lyon 1, Laboratoire Ampère, Lyon, F-69622, France","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","2219","2224","","","","10.1109/IECON.2018.8591620","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591620","ANFIS controller;direct power control;PWM rectifier-inverter system;DC-link voltage control;direct torque control","Pulse width modulation;Stators;Voltage control;Rectifiers;Torque;Induction motors;Inverters","fuzzy neural nets;induction motor drives;machine control;neurocontrollers;PI control;power control;PWM invertors;PWM rectifiers;torque control;voltage control","three-phase pulse width modulation rectifier-inverter system;load induction motor drive;direct power and torque control techniques;adaptive neuro-fuzzy inference system controller;PI regulator;Proportional-Integral controller;DC-link voltage regulation;PWM rectifier-inverter system;ANFIS based DC-link voltage control","","","","","","","","IEEE","IEEE Conferences"
"Robust Model Reference Adaptive Individual Pitch Control for Wind Turbine Load Reduction","R. B. Morim; F. Carnielutti; H. A. Grundling; H. Pinheiro","Power Electronics and Control Research Group - GEPOC, Federal University of Santa Maria - UFSM, Santa Maria, Brazil; Power Electronics and Control Research Group - GEPOC, Federal University of Santa Maria - UFSM, Santa Maria, Brazil; Power Electronics and Control Research Group - GEPOC, Federal University of Santa Maria - UFSM, Santa Maria, Brazil; Power Electronics and Control Research Group - GEPOC, Federal University of Santa Maria - UFSM, Santa Maria, Brazil","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","1934","1939","","","","10.1109/IECON.2018.8591621","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591621","Wind Turbine;Adaptive Control;RMRAC;IPC","Blades;Wind turbines;Rotors;Wind speed;Actuators;Adaptation models;Poles and towers","adaptive control;blades;decentralised control;model reference adaptive control systems;power generation control;robust control;wind turbines","structural loads;wind turbines;wind shear;tower shadow;wind turbulence;control loop whose outputs;manipulated variables;blade pitch angles;wind turbine model;structural analysis;parametric uncertainties;IPC-RMRAC;blade root loads;Collective Pitch Controller;Robust Model Reference Adaptive individual Pitch control;wind turbine load reduction;blade pitch angle;NREL FAST software;power 1.5 MW","","","","","","","","IEEE","IEEE Conferences"
"Dynamic Resource Management for Virtualization in Industrial Automation","M. Azarmipour; H. Elfaham; J. Grothoff; C. von Trotha; C. Gries; U. Epple","Chair of Process Control Engineering, RWTH Aachen University, Aachen, Germany; Chair of Process Control Engineering, RWTH Aachen University, Aachen, Germany; SYSGO AG Office Mainz, Klein-Winternheim, Germany; Chair of Process Control Engineering, RWTH Aachen University, Aachen, Germany; SYSGO AG Office Mainz, Klein-Winternheim, Germany; Chair of Process Control Engineering, RWTH Aachen University, Aachen, Germany","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","2878","2883","","","","10.1109/IECON.2018.8591622","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591622","Virtualization;Industrial Automation;Hypervisor;Software Container;Resource Management","Virtual machine monitors;Containers;Hardware;Automation;Virtualization;Production;Industries","control engineering computing;flexible manufacturing systems;operating systems (computers);production engineering computing;production management;resource allocation;virtualisation","dynamic resource management;hardware utilization;automation systems;operating system;German automation initiative;cyber physical systems;flexible automation solutions;time resource-management;domain specific requirements;infrastructure-application;Industry 4.0;automation solutions;industrial automation virtualization;software-containers","","1","","","","","","IEEE","IEEE Conferences"
"Super-short Term Wind Speed Prediction based on Artificial Neural Networks for Wind Turbine Control Applications","J. Luna; S. Gros; J. Geisler; O. Falkenberg; R. Noga; A. Schild","Electrical Engineering Department, Chalmers University of Technology, Göteborg, Sweden; Senvion GmbH, Osterrönfeld, Germany; Senvion GmbH, Osterrönfeld, Germany; IAV GmbH, Gifhorn, Germany; IAV GmbH, Gifhorn, Germany; IAV GmbH, Gifhorn, Germany","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","1952","1957","","","","10.1109/IECON.2018.8591623","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591623","","Wind speed;Wind forecasting;Real-time systems;Rotors;Wind turbines;Training;Topology","neural nets;power engineering computing;rotors;wind turbines","ANN;polynomial fitting;meteorological data;power measurements;super-short term wind speed prediction;wind turbine control applications;artificial neural networks;rotor effective wind speed","","1","","","","","","IEEE","IEEE Conferences"
"Branch Energy Control of the Three-Phase to Single-Phase Direct AC-AC Modular Multilevel Converter Under Equal Frequency Operation Condition","M. Lei; Y. Li; Z. Li; C. Zhao; P. Wang","Key Laboratory of Power Electronics and Electric Drive, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Power Electronics and Electric Drive, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Power Electronics and Electric Drive, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Power Electronics and Electric Drive, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Power Electronics and Electric Drive, Chinese Academy of Sciences, Beijing, China","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","2001","2006","","","","10.1109/IECON.2018.8591624","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591624","modular multilevel converter (MMC);three-phase to single-phase;direct ac-ac Conversion;equal fequency;branch energy Stability","Voltage control;Regulators;Frequency control;AC-AC converters;Reactive power;Gold;Modular multilevel converters","AC-AC power convertors;AC-DC power convertors;DC-AC power convertors;HVDC power convertors;power control;voltage-source convertors","branch energy divergence;operation frequencies;equal frequency operation condition;branch energy control;multilevel converter;single-phase direct AC-AC MMC;AC-DC-AC MMCs;AC-AC modular multilevel converters;indirect AC-AC MMCs;three-phase direct AC-AC MMC;control strategy;medium-to high-voltage AC-AC conversion applications","","","","","","","","IEEE","IEEE Conferences"
"Fault-tolerant Control for Distributed-drive Electric Vehicles Considering Individual Driver Steering Characteristics","H. Zhang; W. Zhao; J. Wang","Department of Vehicle Engineering, Nanjing University of Aeronautics and Astronatics, Nanjing, China; Department of Vehicle Engineering, Nanjing University of Aeronautics and Astronatics, Nanjing, China; Department of Mechanical Engineering, University of Texas at Austin, Austin, Texas, USA","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","2056","2061","","","","10.1109/IECON.2018.8591625","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591625","hum an-vehicle cooperative control;fault-tolerant;electric vehicle","","actuators;control system synthesis;electric vehicles;fault tolerant control;motion control;road vehicles;steering systems;variable structure systems","post-fault vehicle motion control;human-vehicle control cooperation;post-fault vehicle maneuvers;fault-tolerant control design;sliding-mode control scheme;DD-EV actuator fault;distributed-drive electric vehicles;driver steering characteristics","","","","","","","","IEEE","IEEE Conferences"
"Software-based Monitoring for Calibration of Measurement Units in Real-time Systems","M. A. Maruf; A. Azim","Computer and Software Engineering, Department of Electrical, University of Ontario Institute of Technology, Canada; Computer and Software Engineering, Department of Electrical, University of Ontario Institute of Technology, Canada","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","2941","2946","","","","10.1109/IECON.2018.8591626","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591626","","Calibration;Measurement units;Standards;Instruments;Voltage measurement;Real-time systems;Monitoring","calibration;computerised monitoring;measurement errors;measurement standards;real-time systems;units (measurement)","resistive voltage divider;electronic device;NIST;National Institute of Standards and Technology;autocalibration process;software-based monitoring approach;measurement error correction;measurement standards;measurement instruments;real-time systems;measurement units","","","","","","","","IEEE","IEEE Conferences"
"Tool Wear Prediction using Function Approximation Driven by Signal Processing","K. Kumar; A. Bapna; M. G. chandra; N. Thokala","TCS Research and Innovation, India; TCS Research and Innovation, India; TCS Research and Innovation, India; TCS Research and Innovation, India","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","2742","2747","","","","10.1109/IECON.2018.8591627","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591627","Graph Total Variation;Singular Spectrum Analysis;Remaining Useful Life Prediction;Change Detection;Regression","Tools;Machining;Feature extraction;Cutting tools;Symmetric matrices;Signal processing;Condition monitoring","computerised numerical control;function approximation;graph theory;learning (artificial intelligence);production engineering computing;signal processing;wear","computer numerical control machines;singular spectrum analysis;graph total variation;industrial machines;fourth industrial revolution;machine learning structures;internal sensors;signal processing;function approximation;tool wear prediction","","","","","","","","IEEE","IEEE Conferences"
"High-Frequency Grid Current Control of Parallel Inverters","S. Brüske; S. Pugliese; S. Flacke; M. Liserre","Chair of Power Electronics, Christian-Albrechts-Universität zu Kiel, Kiel, 24143, Germany; Chair of Power Electronics, Christian-Albrechts-Universität zu Kiel, Kiel, 24143, Germany; Chair of Power Electronics, Christian-Albrechts-Universität zu Kiel, Kiel, 24143, Germany; Chair of Power Electronics, Christian-Albrechts-Universität zu Kiel, Kiel, 24143, Germany","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","1835","1841","","","","10.1109/IECON.2018.8591628","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591628","Pulse-width modulated power converters;parallel inverters;active power filter;resonant control","Inverters;Bandwidth;Frequency control;Field programmable gate arrays;Current control;Harmonic analysis;Synchronization","active filters;electric current control;harmonic distortion;invertors;power grids;power harmonic filters;power system control;power system harmonics","NPC inverters;parallel neutralpoint clamped inverters;high control bandwidths;active power filters;smart transformers;wind energy systems;high power applications;high-frequency grid current control;parallel inverter system;wide frequency range;improved harmonic control;control bandwidth;proportional resonant control;grid services;low harmonic distortion","","1","","","","","","IEEE","IEEE Conferences"
"Programming robot work flows with a task modeling approach","M. Indri; S. Trapani","Politecnico di Torino Corso, Dip. di Elettronica e Telecomunicazioni, Torino, 10129, Italy; Politecnico di Torino Corso, Dip. di Automatica e Informatica, Torino, 10129, Italy","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","2619","2624","","","","10.1109/IECON.2018.8591629","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591629","","Task analysis;Solid modeling;Robots;Programming;Machinery;Collision avoidance;Software","object-oriented programming;robot programming;workflow management software","programmer design;CAD drawer softwares;work-flow model;task-oriented programming;robot work flow programming;task sequencing","","","","","","","","IEEE","IEEE Conferences"
