"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"High voltage GaN Schottky rectifiers","G. T. Dang; A. P. Zhang; F. Ren; X. A. Cao; S. J. Pearton; H. Cho; J. Han; J. -. Chyi; C. -. Lee; C. -. Chuo; S. N. G. Chu; R. G. Wilson","Dept. of Chem. Eng., Florida Univ., Gainesville, FL, USA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","IEEE Transactions on Electron Devices","","2000","47","4","692","696","Mesa and planar GaN Schottky diode rectifiers with reverse breakdown voltages (V/sub RB/) up to 550 and >2000 V, respectively, have been fabricated. The on-state resistance, R/sub ON/, was 6 m/spl Omega//spl middot/cm/sup 2/ and 0.8 /spl Omega/ cm/sup 2/, respectively, producing figure-of-merit values for (V/sub RB/)/sup 2//R/sub ON/ in the range 5-48 MW/spl middot/cm/sup -2/. At low biases the reverse leakage current was proportional to the size of the rectifying contact perimeter, while at high biases the current was proportional to the area of this contact. These results suggest that at low reverse biases, the leakage is dominated by the surface component, while at higher biases the bulk component dominates. On-state voltages were 3.5 V for the 550 V diodes and /spl ges/15 for the 2 kV diodes. Reverse recovery times were <0.2 /spl mu/s for devices switched from a forward current density of /spl sim/500 A/spl middot/cm/sup -2/ to a reverse bias of 100 V.","1557-9646","","10.1109/16.830981","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=830981","","Gallium compounds","gallium compounds;wide band gap semiconductors;solid-state rectifiers;Schottky diodes;power semiconductor diodes;leakage currents;semiconductor device breakdown","Schottky diode rectifiers;mesa Schottky rectifiers;planar Schottky rectifiers;reverse breakdown voltage;on-state resistance;figure-of-merit values;reverse leakage current;low bias;rectifying contact perimeter size;high bias;rectifying contact area;on-state voltages;reverse recovery times;high voltage;power electronics;dry etching;550 V;2 kV;GaN","","60","","21","","","","","IEEE","IEEE Journals"
"A brain-controlled switch for asynchronous control applications","S. G. Mason; G. E. Birch","Neil Squire Found., Burnaby, BC, Canada; NA","IEEE Transactions on Biomedical Engineering","","2000","47","10","1297","1307","Asynchronous control applications are an important class of application that has not received much attention from the brain-computer interface (BCI) community. This work provides a design for an asynchronous BCI switch and performs the first extensive evaluation of an asynchronous device in attentive, spontaneous electroencephalographic (EEG) signals. The switch design [named the low-frequency asynchronous switch design (LF-ASD)] is based on a new feature set related to imaginary movements in the 1-4 Hz frequency range. This new feature set was identified from a unique analysis of EEG using a bi-scale wavelet. Offline evaluations of a prototype switch demonstrated hit (true positive) rates in the range of 38%-81% with corresponding false positive rates in the range of 0.3%-11.6%. The performance of the LF-ASD was contrasted with two other ASDs: one based on mu-power features and another based on the outlier processing method (OPM) algorithm. The minimum mean error rates for the LF-ASD were shown to be significantly lower than either of these other two switch designs.","1558-2531","","10.1109/10.871402","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=871402","","Switches;Electroencephalography;Brain computer interfaces;Signal design;Performance evaluation;Frequency;Wavelet analysis;Prototypes;Variable speed drives;Error analysis","electroencephalography;switches;biocontrol;handicapped aids;wavelet transforms;medical signal processing","brain-controlled switch;asynchronous control applications;brain-computer interface;attentive spontaneous electroencephalographic signals;low-frequency asynchronous switch design;feature set;imaginary movements;bi-scale wavelet;offline evaluations;hit rates;true positive rates;false positive rates;mu-power features;outlier processing method algorithm;minimum mean error rates;1 to 4 Hz","","197","","25","","","","","IEEE","IEEE Journals"
"Quantum-dot heterostructure lasers","N. N. Ledentsov; M. Grundmann; F. Heinrichsdorff; D. Bimberg; V. M. Ustinov; A. E. Zhukov; M. V. Maximov; Z. I. Alferov; J. A. Lott","Inst. fur Festkorperphys., Tech. Univ. Berlin, Germany; NA; NA; NA; NA; NA; NA; NA; NA","IEEE Journal of Selected Topics in Quantum Electronics","","2000","6","3","439","451","Quantum-dot (QD) heterostructures are nanoscale coherent insertions of narrow-gap material in a single-crystalline matrix. These tiny structures provide unique opportunities to modify and extend all basic principles of heterostructure lasers and advance their applications. Despite early predictions, fabrication of QD heterostructure (QDHS) lasers appeared to be a much more challenging task, as compared to quantum well (QW) devices. The breakthrough occurred when techniques for self-organized growth of QD's allowed the fabrication of dense arrays of coherent islands, uniform in shape and size, and, simultaneously, free from undesirable defects. Recently, the figure of merit of QDHS lasers surpasses some of the key characteristics of QW devices in some of the most important applications.","1558-4542","","10.1109/2944.865099","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=865099","","Quantum dots;Quantum well lasers;Charge carriers;Semiconductor laser arrays;Quantum dot lasers;Optical materials;Optical device fabrication;Quantization;Absorption;Temperature distribution","Quantum well lasers;Semiconductor quantum dots;Reviews","quantum-dot heterostructure lasers;nanoscale coherent insertions;narrow-gap material;single-crystalline matrix;applications;fabrication;self-organized growth;dense arrays;coherent islands;figure of merit","","133","","116","","","","","IEEE","IEEE Journals"
"A computationally efficient solution to the simultaneous localisation and map building (SLAM) problem","G. Dissanayake; H. Durrant-Whyte; T. Bailey","Australian Centre for Field Robotics, Sydney Univ., NSW, Australia; NA; NA","Proceedings 2000 ICRA. Millennium Conference. IEEE International Conference on Robotics and Automation. Symposia Proceedings (Cat. No.00CH37065)","","2000","2","","1009","1014 vol.2","The theoretical basis of the solution to the simultaneous localisation and map building (SLAM) problem where an autonomous vehicle starts in an unknown location in an unknown environment and then incrementally build a map of landmarks present in this environment while simultaneously using this map to compute absolute vehicle location is well understood. Although a number of SLAM implementations have appeared in the literature, the need to maintain the knowledge of the relative relationships between all the landmark location estimates contained in the map makes SLAM computationally intractable in implementations containing more than few tens of landmarks. In this paper, the theoretical basis and a practical implementation of a computationally efficient solution to SLAM is presented. The paper shows that it is indeed possible to remove a large percentage of the landmarks from the map without making the map-building process statistically inconsistent. Furthermore, it is shown that the efficiency of the SLAM can be maintained by judicious selection of landmarks, to be preserved in the map, based on their information content.","1050-4729","0-7803-5886-4","10.1109/ROBOT.2000.844732","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=844732","","Simultaneous localization and mapping;Remotely operated vehicles;Mobile robots;Uncertainty;Australia;Computational efficiency;Buildings;Large-scale systems;Navigation;Marine vehicles","estimation theory;mobile robots;computational complexity;position measurement","computationally efficient solution;localisation problem;map building problem;SLAM problem;landmark information content","","87","","5","","","","","IEEE","IEEE Conferences"
"Degradation of cellulosic insulation in power transformers. Part 2: formation of furan products in insulating oil","A. M. Emsley; X. Xiao; R. J. Heywood; M. Ali","Sch. of Phys. & Chem., Surrey Univ., Guildford, UK; NA; NA; NA","IEE Proceedings - Science, Measurement and Technology","","2000","147","3","110","114","The analysis of furan degradation products in transformer oil provides a complementary technique to dissolved gas analysis for monitoring transformer condition. The main products of the ageing are 2-furfuryl alcohol, 2-furaldehyde (furfural), 2-acetylfuran and 5-methylfurfural and are formed from wood-based paper (containing lignin and hemicellulose), cotton-based paper and pure cotton linters in accelerated, laboratory experiments. Also, 5-hydroxy-methyl-cellulose was seen in the early stages of some experiments. The concentration of 2-furaldehyde (furfural) was found to be highest of all the products and the concentrations of all products increased exponentially with time to a maximum value and then decreased. The concentration of most products increased rapidly as the paper approached the end of its useful life, indicating that furfural analysis could provide a sensitive trouble-shooting tool for rapid ageing. All the furan products apart from 2-furfuryl alcohol are relatively stable in the oil, at temperatures up to 140/spl deg/C.","1350-2344","","10.1049/ip-smt:20000259","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=850593","","","transformer oil","degradation;cellulosic insulation;power transformers;furan products;insulating oil;furan degradation products;dissolved gas analysis;ageing;2-furfuryl alcohol;2-furaldehyde;furfural;2-acetylfuran;5-methylfurfural;wood-based paper;lignin;hemicellulose;cotton-based paper;pure cotton linters;accelerated laboratory experiments;5-hydroxy-methyl-cellulose;rapid ageing;140 C","","70","","","","","","","IET","IET Journals"
"Thinking aloud as a method for testing the usability of Websites: the influence of task variation on the evaluation of hypertext","L. van Waes","UFSIA, Antwerp Univ., Belgium","IEEE Transactions on Professional Communication","","2000","43","3","279","291","In the usability testing of Web sites, thinking aloud is a frequently-used method. A fundamental discussion, however, about the relation between the use of different variants of thinking aloud and the evaluation goals for this specific medium is still lacking. To lay a foundation for this discussion, I analyzed the results of three usability studies in which different thinking-aloud tasks were used: a simple searching task, an application task and a prediction task. In the task setting, the profile of the Web surfer, the communication goal of the Web site and other quality aspects are taken into account. The qualitative analysis of these studies shows that the task variation has some influence on the results of usability testing and that, consequently, tasks should be matched with the evaluation goals put forward.","1558-1500","","10.1109/47.867944","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=867944","","Testing;Usability;Protocols;Writing;Problem-solving;Navigation;Performance evaluation;Motion planning;Statistical analysis;Information analysis","Professional communication;Testing;Human factors;Information resources;Task analysis;Hypermedia;Query formulation","World Wide Web site usability testing;thinking-aloud tasks;task variation;hypertext evaluation;evaluation goals;searching task;application task;prediction task;Web surfer profile;Web site communication goal;quality aspects;qualitative analysis;Web navigation problems;search scenarios;Web surfing behaviour","","22","","23","","","","","IEEE","IEEE Journals"
"Visualization of linear time-oriented data: a survey","S. F. Silva; T. Catarci","Agora Telematica Spa, Rome, Italy; NA","Proceedings of the First International Conference on Web Information Systems Engineering","","2000","1","","310","319 vol.1","During the last few years, databases have been growing in size, varieties of data, numbers of users and diversity of applications. Many such applications deal with data characterized by the temporal dimension (e.g. medical records, biographical data, financial data, etc.). Typically, end-users of these data are competent in the field of the application but are not computer experts. They need easy-to-use systems that are able to support them in the task of accessing and manipulating the data contained in the databases. It is well-known that visual techniques are suitable in supporting users interacting with large data sets. However, not much research has been carried on specifically on the relationship between visual techniques and time-dependent data. This paper aims at filling this gap by presenting an overview of the main visual techniques for interactive exploration of time-oriented (historical) information.","","0-7695-0577-5","10.1109/WISE.2000.882407","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=882407","","Data visualization;Data models;Visual databases;Application software;Bioinformatics;Filling;Database systems;Spatial databases;Rendering (computer graphics);Multimedia systems","temporal databases;data visualisation;reviews;interactive systems;very large databases","linear time-oriented data visualization;survey;easy-to-use systems;data access;data manipulation;temporal databases;visual techniques;large data sets;time-dependent data;interactive exploration;time-oriented information;historical information","","34","","58","","","","","IEEE","IEEE Conferences"
"A CMOS image sensor with a simple FPN-reduction technology and a hole accumulated diode","K. Yonemoto; H. Sumi; R. Suzuki; T. Ueno","Camera Syst. Dept., Sony Corp., Kanagawa, Japan; NA; NA; NA","2000 IEEE International Solid-State Circuits Conference. Digest of Technical Papers (Cat. No.00CH37056)","","2000","","","102","103","CMOS image sensors are generally characterized by their low power consumption, single power supply and capability for on-chip system integration in contrast with CCD image sensors. Even though CMOS image sensors have these advantages, they are not yet widely used in image capture applications because of their insufficient image quality due to the difficulty in FPN cancellation. This FPN-reduction technology and a hole accumulated diode (HAD) for sensing elements is applied to the CMOS image sensor. The CMOS image sensor consists of a 640/spl times/480 pixel array in 1/3 inch image format, a current-to-voltage converter, a correlated double sampling circuit and a timing generator. This image sensor uses a 0.35 /spl mu/m CMOS logic process with specialized add-on steps for HAD. The power supply is 3.3 V and maximum frame rate is 30 frames/s.","0193-6530","0-7803-5853-8","10.1109/ISSCC.2000.839709","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=839709","","CMOS image sensors;CMOS technology;Power supplies;Sensor arrays;Energy consumption;System-on-a-chip;Charge-coupled image sensors;Image quality;Diodes;Pixel","CMOS image sensors;integrated circuit noise;semiconductor diodes;timing","CMOS image sensor;FPN-reduction technology;hole accumulated diode;low power consumption;single power supply;onchip system integration;image quality;FPN cancellation;current-to-voltage converter;correlated double sampling circuit;timing generator;0.333 in;0.35 micron;3.3 V","","20","","3","","","","","IEEE","IEEE Conferences"
"A review of sensor sensitivity and stability","J. R. Vig; F. L. Walls","US Army Common-Electron. Commnd, USA; NA","Proceedings of the 2000 IEEE/EIA International Frequency Control Symposium and Exhibition (Cat. No.00CH37052)","","2000","","","30","33","Acoustic sensor sensitivity is often reported in units of Hz per unit of measurand. It has been frequently stated or implied in the sensor literature that higher-frequency sensors are preferable to lower frequency sensors because the frequency change per unit of measurand is higher, i.e., the higher-frequency sensors are more ""sensitive"". This paper reviews the resonator instabilities that lead to the conclusions that: 1) sensitivity expressed as Hz per unit of measurand is not a good measure of sensor quality, and 2) when compared on the bases of accuracy, reproducibility and resolution capability, ""good"" low frequency sensors are often superior to ""good"" high frequency ones.","1075-6787","0-7803-5838-4","10.1109/FREQ.2000.887325","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=887325","","Stability;Frequency measurement;Acoustic sensors;Noise measurement;Fluctuations;Acoustic measurements;Measurement units;Resonant frequency;Surface acoustic waves;Electrical resistance measurement","acoustic transducers;sensitivity;stability;frequency control;resonators","sensor sensitivity;acoustic sensor;accuracy;reproducibility;resolution capability;frequency measurement;10 MHz;100 MHz;noise;frequency stability;temperature stability","","29","","15","","","","","IEEE","IEEE Conferences"
"Tuning rules for the PI gains of field-oriented controllers of induction motors","G. -. Chang; G. Espinosa-Perez; E. Mendes; R. Ortega","Lab. de Signaux et Syst., CNRS, Paris, France; NA; NA; NA","IEEE Transactions on Industrial Electronics","","2000","47","3","592","602","The authors have previously shown that field-oriented controllers for induction motors preserve stability under a wide range of variations of the motor and controller parameters. However, as is well known, the transient performance critically depends on the tuning of the gains of the proportional-integral (PI) velocity loop, a task which is rendered difficult because of the high uncertainty on the rotor resistance. The problem we address in this paper is how to develop an offline procedure to choose these gains. The main contribution of our work is a very simple frequency-domain test that, for each setting of the PI gains, evaluates the maximum range of the relative rotor resistance estimate for which global stability is guaranteed. In this way, we provide a quantitative estimate of the performance of the PI controller. The stability result may also be used in a dual manner, fixing now the range of the rotor resistance, and estimating an admissible interval for the PI gains that preserves global stability. Instrumental for our study is the exploitation of an energy dissipation (strict passivity) property of the system.","1557-9948","","10.1109/41.847900","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=847900","","Induction motors;Uncertainty;Testing;Cities and towns;Robust stability;Performance gain;Rotors;Frequency estimation;Instruments;Energy dissipation","induction motors;two-term control;machine vector control;stability;rotors;electric resistance;parameter estimation;angular velocity control;nonlinear control systems","PI gains;field-oriented controllers;induction motors;tuning rules;induction motors preserve stability;transient performance;proportional-integral velocity loop;frequency-domain test;rotor resistance estimation;global stability;energy dissipation;nonlinear control","","47","","14","","","","","IEEE","IEEE Journals"
"Control strategies for parallel hybrid vehicles","M. Salman; N. J. Schouten; N. A. Kheir","Gen. Motors Res. & Dev. Lab., USA; NA; NA","Proceedings of the 2000 American Control Conference. ACC (IEEE Cat. No.00CH36334)","","2000","1","6","524","528 vol.1","Presents a fuzzy logic based energy management and control strategy for parallel hybrid vehicles. Using the driver commands, the state of charge of the battery, and the motor/generator speed, a set of fuzzy logic control rules has been developed, to effectively split the power between the two powerplants: electric motor and internal combustion engine. The underlying theme of the fuzzy rules is to optimize the operational efficiency of all components, considered as one system. Simulation results are used to assess the performance of the controller. A forward-looking hybrid vehicle simulation model is used to implement the control strategies. Potential fuel economy improvement has been shown by using fuzzy logic, relative to other strategies, which maximize only the efficiency of the internal combustion engine.","0743-1619","0-7803-5519-9","10.1109/ACC.2000.878955","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=878955","","Vehicles;Fuzzy logic;Internal combustion engines;Energy management;Batteries;Power generation;Electric motors;Fuzzy systems;Power system modeling;Fuel economy","internal combustion engines;electric vehicles;fuzzy control;permanent magnet motors;power control;energy management systems;velocity control;road vehicles","control strategies;parallel hybrid vehicles;fuzzy logic based energy management and control strategy;driver commands;operational efficiency;forward-looking hybrid vehicle simulation model;potential fuel economy improvement","","49","","8","","","","","IEEE","IEEE Conferences"
"SAASM: Rockwell Collins' next generation GPS receiver design","J. Nielson; J. Keefer; B. McCullough","Rockwell Collins Gov. Syst., USA; NA; NA","IEEE 2000. Position Location and Navigation Symposium (Cat. No.00CH37062)","","2000","","","98","105","Rockwell Collins has leveraged its position as a primary military Global Positioning System (GPS) supplier by developing a new, low cost version of the Selective Availability Anti-Spoofing Module (SAASM) for use in multiple applications. The Rockwell Collins SAASM has been designed as a common module that can be used to support all internal SAASM applications. Its architecture provides an advanced set of core functions while at the same time supporting easy integration into various applications. This paper presents the architecture, features, and status of the Rockwell Collins SAASM and describes three applications that incorporate this module, specifically, NavStrike/sup TM/, the small serial interface (SSI) receiver, and GPS Embedded Module (GEM) V/sup TM/. ""NavStrike"" is a very small, high A/J, high G, fast direct Y (DY), receiver specifically designed for precision guided munitions (PGM) applications. Through the use of a proprietary technique, this receiver provides unclassified GPS measurement data for use in tightly coupled integrations. Position, velocity and time (PVT) outputs are also available. NavStrike uses special features such as a high-speed serial interface, a unique frequency standard and a clock calibration mode to perform fast DY acquisitions after up to 20 years of storage. A SSI product is being developed using the common SAASM module. Among the users of this GPS technology are the ground (low dynamics, minimal environmental) applications that embed the GPS directly within their own equipment. The PVT data provided by the SSI receiver can be easily integrated with the host system providing additional navigation performance with minimal space and cost impact. This SSI module, which uses the new GPS receiver applications module (GRAM) SSI standard, is being designed to be a seamless drop in replacement of existing ground applications embedded receivers. GEM V is the most recent member of the GEM product line. The GEM receivers are designed for high performance, high dynamic embedded applications. GEM V is a SAASM-based module that features the high A/J characteristics and direct Y capabilities of previous GEM products. The GEM V/sup TM/ is integrated with a host system through a dual port RAM or a serial port (RS-422) interface. Once integrated, the GEM can perform as a fully functional guidance system, as a PVT engine, or as a GPS measurement sensor.","","0-7803-5872-4","10.1109/PLANS.2000.838289","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=838289","","Global Positioning System;Costs;Space technology;Weapons;Frequency;Clocks;Calibration;Navigation;Performance evaluation;Engines","Global Positioning System;radio receivers;military equipment;jamming;system buses;missile guidance","GPS receiver design;Rockwell Collins;military GPS supplier;Global Positioning System;Selective Availability Anti-Spoofing Module;SAASM;NavStrike;small serial interface receiver;SSI receiver;GPS Embedded Module V;fast direct Y receiver;precision guided munitions;unclassified GPS measurement data;position;velocity;time;high-speed serial interface;frequency standard;clock calibration mode;fast DY acquisition;ground applications;PVT data;navigation performance;GPS receiver applications module;SSI standard;antijamming characteristics;dual port RAM;serial port interface;RS-422 interface;guidance system;GPS measurement sensor","","1","","","","","","","IEEE","IEEE Conferences"
"Higher radix Kogge-Stone parallel prefix adder architectures","F. K. Gurkayna; Y. Leblebicit; L. Chaouati; P. J. McGuinness","Dept. of Electr. & Comput. Eng., Worcester Polytech. Inst., MA, USA; NA; NA; NA","2000 IEEE International Symposium on Circuits and Systems (ISCAS)","","2000","5","","609","612 vol.5","In this paper, we describe the design of radix-3 and radix-4 parallel prefix adders, that theoretically have logical depths of log/sub 3/n and log/sub 4/n respectively, where n is the bit-width of the input signals. The main building blocks of the higher radix parallel prefix adders are identified and higher radix structures of Kogge-Stone Adders are presented. We show that with the higher radix architectures the logic depth can be reduced by 50% and the cell count can be reduced as much as 47% for 64-bit adders. Simulation results indicate that radix-4 adders can be more than 30% faster than radix-2 realizations.","","0-7803-5482-6","10.1109/ISCAS.2000.857516","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=857516","","Adders;Computer architecture;Signal design;Buildings;Chaos;Logic;Digital arithmetic;Very large scale integration;Digital signal processors;Binary trees","adders;digital arithmetic","Kogge-Stone parallel prefix adder;higher radix architecture;logic design;64 bit","","7","","5","","","","","IEEE","IEEE Conferences"
"The fundamental limit on binary switching energy for terascale integration (TSI)","J. D. Meindl; J. A. Davis","Georgia Inst. of Technol., Atlanta, GA, USA; NA","IEEE Journal of Solid-State Circuits","","2000","35","10","1515","1516","The fundamental limit on signal energy transfer during a binary switching transition is E/sub s/(min)=(ln2)kT. Derivation of precisely this result based on two entirely distinct physical models confirms its validity. The first model is an ideal MOSFET operating in a CMOS inverter circuit at the limit of its capacity for binary signal discrimination. The second is an isolated interconnect treated as a noisy communication channel. Both models are relevant to modern terascale integration.","1558-173X","","10.1109/4.871332","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=871332","","MOSFET circuits;Inverters;Capacitance;Energy exchange;Semiconductor device modeling;Voltage;Integrated circuit interconnections;Communication channels;Communication switching;Energy dissipation","CMOS logic circuits;logic gates;integrated circuit modelling;ULSI","binary switching energy;terascale integration;signal energy transfer;physical models;ideal MOSFET;CMOS inverter circuit;signal discrimination;noisy communication channel","","84","","8","","","","","IEEE","IEEE Journals"
"A coupled surface-volume integral equation approach for the calculation of electromagnetic scattering from composite metallic and material targets","C. C. Lu; W. C. Chew","Dept. of Electr. Eng., Kentucky Univ., Lexington, KY, USA; NA","IEEE Transactions on Antennas and Propagation","","2000","48","12","1866","1868","A coupled surface-volume integral equation approach is presented fur the calculation of electromagnetic scattering from conducting objects coated with materials. Free-space Green's function is used in the formulation of both integral equations. In the method of moments (MoM) solution to the integral equations, the target is discretized using triangular patches for conducting surfaces and tetrahedral cells for dielectric volume. General roof-top basis functions are used to expand the surface and volume currents, respectively. This approach is applicable to inhomogeneous material coating, and, because of the use of free-space Green's function, it can be easily accelerated using fast solvers such as the multilevel fast multipole algorithm.","1558-2221","","10.1109/8.901277","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=901277","","Integral equations;Conducting materials;Dielectric materials;Green's function methods;Electromagnetic coupling;Electromagnetic scattering;Moment methods;Coatings;Acceleration;MLFMA","electromagnetic wave scattering;conducting bodies;integral equations;method of moments;Green's function methods;inhomogeneous media","coupled surface-volume integral equation;electromagnetic scattering;composite targets;metallic targets;conducting objects;free-space Green's function;method of moments;MoM solution;triangular patches;conducting surfaces;tetrahedral cells;dielectric volume;roof-top basis functions;volume currents;surface currents;inhomogeneous material coating","","124","","10","","","","","IEEE","IEEE Journals"
"A robust method for computing vehicle ego-motion","G. P. Stein; O. Mano; A. Shashua","NA; NA; NA","Proceedings of the IEEE Intelligent Vehicles Symposium 2000 (Cat. No.00TH8511)","","2000","","","362","368","We describe a robust method for computing the ego-motion of the vehicle relative to the road using input from a single camera mounted next to the rear view mirror. Since feature points are unreliable in cluttered scenes we use direct methods where image values in the two images are combined in a global probability function. Combined with the use of probability distribution matrices, this enables the formulation of a robust method that can ignore large number of outliers as one would encounter in real traffic situations. The method has been tested in real world environments and has been shown to be robust to glare, rain and moving objects in the scene.","","0-7803-6363-9","10.1109/IVS.2000.898370","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=898370","","Robustness;Layout;Rain;Road vehicles;Cameras;Mirrors;Motion measurement;Testing;Computer vision;Mechanical sensors","probability;matrix algebra;road vehicles;image motion analysis;image sequences;automated highways;computer vision;parameter estimation","robust method;vehicle ego-motion;rear view mirror;cluttered scenes;direct methods;global probability function;probability distribution matrices;glare;rain;moving objects","","71","","12","","","","","IEEE","IEEE Conferences"
"Broadband cross-shaped microstrip-fed slot antenna","Y. W. Jang","Dept. of Electron. Commun. Eng., Keukdong Coll., Eumsung-Kun, South Korea","Electronics Letters","","2000","36","25","2056","2057","A cross-shaped microstripline-fed slot antenna of large bandwidth is described. The experimental bandwidth of the antenna is from 1.765 to 4.921 GHz, which is 98.59% for S/sub 11//spl les/-10 dB. The measured radiation pattern of the antenna is also presented.","0013-5194","","10.1049/el:20001477","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=891814","","","slot antennas;antenna radiation patterns;antenna feeds;UHF antennas","cross-shaped microstrip-fed slot antenna;radiation pattern;broadband slot antenna;1.765 to 4.921 GHz","","40","","","","","","","IET","IET Journals"
"Class-D audio power amplifiers: an overview","D. Dapkus","Texas Instrum. Inc., Dallas, TX, USA","2000 Digest of Technical Papers. International Conference on Consumer Electronics. Nineteenth in the Series (Cat. No.00CH37102)","","2000","","","400","401","The advances in semiconductor technology have renewed interest in class-D audio amplifiers, especially for portable devices, and consumer electronics. This paper gives an overview of where class-D amplifiers are being used today, and why.","","0-7803-6301-9","10.1109/ICCE.2000.854703","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=854703","","Power amplifiers;Pulse amplifiers;Pulse width modulation;Power generation;Semiconductor optical amplifiers;Power supplies;Operational amplifiers;Hearing aids;Universal Serial Bus;Consumer electronics","audio-frequency amplifiers;power amplifiers","class-D audio power amplifiers;semiconductor technology;portable devices,;consumer electronics;hearing aids;notebook computers;wireless speakers;automotive radio receivers;hands-free phone car kits","","24","","","","","","","IEEE","IEEE Conferences"
"RCS reduction of canonical targets using genetic algorithm synthesized RAM","H. Mosallaei; Y. Rahmat-Samii","Dept. of Electr. Eng., California Univ., Los Angeles, CA, USA; NA","IEEE Transactions on Antennas and Propagation","","2000","48","10","1594","1606","Radar cross section (RCS) reduction of canonical (planar, cylindrical, and spherical) conducting targets is the focus of this paper. In particular, a novel procedure is presented for synthesizing radar absorbing materials (RAM) for RCS reduction in a wide-band frequency range. The modal solutions of Maxwell's equations for the multilayered planar, cylindrical, and spherical canonical structures is integrated into a genetic algorithm (GA) optimization technique to obtain the best optimal composite coating. It Is shown that by using an optimal RAM, the RCS of these canonical structures can be significantly reduced. Characteristics of bistatic RCS of coated cylindrical and spherical structures are also studied and compared with the conducting structures without coating. It is shown that no optimal coating can be found to reduce the RCS in the deep shadow region. An in-depth study has been performed to evaluate the potential usage of the optimal planar coating as applied to the curved surfaces. It is observed that the optimal planar coating can noticeably reduce the RCS of the spherical structure. This observation was essential in introducing a novel efficient GA with hybrid planar/curved surface implementation using as part of its initial generation the best population obtained for the planar RAM design. These results suggest that the optimal RAM for a surface with arbitrary curvature may be efficiently determined by applying the GA with hybrid planar/curved surface population initialization.","1558-2221","","10.1109/8.899676","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=899676","","Genetic algorithms;Read-write memory;Coatings;Radar cross section;Conducting materials;Radar scattering;Frequency synthesizers;Maxwell equations;Electromagnetic scattering;Design optimization","radar cross-sections;electromagnetic wave scattering;electromagnetic wave absorption;genetic algorithms;Maxwell equations;inhomogeneous media;conducting bodies","RCS reduction;radar cross section;canonical targets;genetic algorithm synthesized RAM;planar conducting targets;cylindrical conducting targets;spherical conducting targets;radar absorbing materials;wide-band frequency range;modal solutions;Maxwell's equations;multilayered planar structures;optimal composite coating;optimal RAM;istatic RCS;conducting structures;deep shadow region;optimal planar coating;hybrid planar/curved surface;planar RAM design;population initialization","","56","","37","","","","","IEEE","IEEE Journals"
